name,yearpublished,minplayers,maxplayers,rating,designer,publisher
1826  Railroading in France and Belgium from 1826,2000,2,6,7.42,David G. D. Hecht,Chris Lawson
Zocker,1999,2,4,3.0,Werner Falkhof,Theta
1955  The War of Espionage,2011,2,2,6.086,Kevin G. Nunn,APE Games
Hero,1980,2,3,5.628,Michael S. Matheny,Yaquinto
Illuminati  Crime Lords,2004,2,6,5.85,Steve Jackson (I),Steve Jackson Games
Pictionary  Bible,1987,3,16,4.724,(Uncredited),Cadaco
The Napoleonic Wars,2002,2,5,7.013,Don Greenwood,GMT Games
Dark Heaven Apocalypse,1988,2,2,4.917,Al Pare,Reaper Miniatures
Unmatched  Robin Hood vs. Bigfoot,2019,2,2,8.368,Rob Daviau,Mondo Games
Hemloch  Midnight Edition,2015,2,2,7.022,John Clowdus,Small Box Games
Wilde Wikinger,2008,2,5,6.1,Wolfgang Dirscherl,HABA
Pocket Invaders,2016,2,4,6.667,Jose D. Flores,Gen-X Games
Revenge of the B-Movie,2008,3,6,5.981,Iain McAllister,The Giant Brain
Oogsttijd,1980,2,4,4.776,Jim Deacove,Family Pastimes
Run Hippy! Run! The Boardgame,2000,2,6,5.25,Paul Dechene,(Unpublished)
Bruges,2013,2,4,7.445,Stefan Feld,Hans im Glu00fcck
Impact  Battle of Elements,2018,2,5,6.672,Dieter N\\u00fc\\u00dfle,Ravensburger Spieleverlag GmbH
The London Game,1972,2,6,5.422,Brian Edward Reeves,Bambola
Digimon Digi-Battle Card Game,1999,2,2,5.004,(Uncredited),Bandai
Formula D\u00e9 Circuits 21 & 22  Budapest & N\u00fcrburgring,1999,2,10,7.489,Laurent Lavaur,Descartes Editeur
Tuareg,2011,2,5,6.422,Francesco Berardi,Adlung-Spiele
I.Q. 2000,1984,2,6,4.811,(Uncredited),Jumbo
Chancellorsville  Pinnacle of Victory,1992,2,2,6.013,Richard H. Berg,AGEMA
Tank Duel  Enemy in the Crosshairs,2019,1,8,7.957,Mike Bertucelli,GMT Games
Balkans 1941,1997,2,2,6.618,Joseph Miranda,Decision Games (I)
Aruba  Battle Race,2014,3,6,5.615,Petr B\\u011bl\\u00edk,Stragoo Games
Shadowrift,2012,1,6,7.23,Jeremy Anderson,Game Night Productions
Election Day,2002,2,4,4.105,Ed Evans,Alien Menace
1944  Race to the Rhine,2014,1,3,7.265,Jaro Andruszkiewicz,PHALANX
Grog Island,2014,2,4,6.606,Michael Rieneck,Arclight
Whist,1663,2,4,6.418,(Uncredited),(Public Domain)
NFL Strategy,1970,2,2,6.815,(Uncredited),Tudor Games
Genji,2008,2,6,5.844,Dylan Kirk,Z-Man Games
The Suits  Season 3,2019,2,2,7.532,Krzysztof Matusik,Hornet Games
Machi Koro Fussball,2018,2,4,6.677,Masao Suganuma,KOSMOS
La B\u00e9r\u00e9zina 1812,2012,2,0,7.94,Fr\\u00e9d\\u00e9ric Bey,Canons en Carton
Raiders and Traders  The Heroic Age of Greece,1979,1,4,6.417,Donald A. Dupont,Chaosium
FBI,2004,2,5,5.786,Wolfgang Kramer,Mayfair Games
Lil' Cthulhu,2016,2,5,5.479,Richard Laufenburger,De-Evolution Studios
Wabash Cannonball,2007,2,6,7.236,John Bohrer,Queen Games
Labyrinth  The Paths of Destiny (second edition),2015,2,6,5.961,Kamil Matuszak,Lets Play
Coloma,2019,1,6,7.592,Jonny Pac Cantin,Final Frontier Games
T-Rex's Holiday,2019,2,8,6.869,Yu Wang,Blue Magpie Games
W\u0142adca Areny,2012,2,2,6.839,Sebastian Grabski,(Self-Published)
Cup-A-Cup,2015,3,8,5.934,Ken Gruhl,R&R Games
The Tigers Are Burning,1988,2,2,6.498,Ty Bomba,3W (World Wide Wargames)
Clay-O-Rama,1987,2,12,6.556,David \\Zeb\\ Cook,Paizo Publishing
Cows Can't Dance (but they like to be asked),1996,2,5,4.987,Monty Stambler,G2 Games  (Board Games)
The Lord of the P.I.G.S.  Pata Negra,2014,2,4,5.882,\\u00c1lvaro Lerma,(Self-Published)
Shadows  Amsterdam,2018,2,8,6.745,Mathieu Aubert,Libellud
Deluxe G.E.V.,2001,2,2,7.373,Steve Jackson (I),Steve Jackson Games
Star Trek  Conflick in the Neutral Zone,2019,2,4,6.828,Mike Elliott,WizKids
Glass Road,2013,1,4,7.453,Uwe Rosenberg,Feuerland Spiele
Suds,1997,2,4,5.16,Monty Stambler,Djeco
Spectrangle 36,1989,1,4,5.797,Alain John Fraser-Dackers,Broadway Toys LTD
Katzenjammer Blues,1998,2,6,5.897,Reiner Knizia,Goldsieber Spiele
Blockers! The Card Game,2012,2,4,5.473,Kory Heath,Eagle-Gryphon Games
You Gotta Be Kidding! The Crazy Game of \Would You Rather...?\,2004,2,2,4.528,Randall Horn,Zobmondo!! Entertainment LLC
Goblins  Epic Death,2011,2,6,5.327,Anna De Martino,Cube Factory of Ideas
Pearls,2019,2,6,6.494,Christian Fiore,ABACUSSPIELE
Pitagoras,1996,2,5,3.929,Niek Neuwahl,Editrice Giochi
Illusion,2018,2,5,6.854,Wolfgang Warsch,Nu00fcrnberger-Spielkarten-Verlag
Android  Netrunner,2012,2,2,7.883,Richard Garfield,Fantasy Flight Games
Venedig,2007,2,5,6.271,Klaus-J\\u00fcrgen Wrede,AMIGO
Vikings,1987,2,2,7.06,Jean-Michel Cl\\u00e9ment,Eurogames
Symphony,2018,2,6,7.022,Angelo Tonin,Doppio Gioco
3 Secrets,2017,2,8,6.059,Martino Chiacchiera,ABACUSSPIELE
Tash-Kalar  Arena of Legends,2013,2,4,7.198,Vlaada Chv\\u00e1til,Czech Games Edition
Jack the Ripper,2016,3,5,6.907,Ty Rucker,Crypt Monkey Studios
The Perfect Ten,2003,2,6,5.97,Keith Dugald (I),Ravensburger Spieleverlag GmbH
Privateer,2016,3,6,6.48,Rick Barnes,Ensignia Games
Mucho Macho,2017,2,8,5.612,Evin Ho,dV Giochi
Call of Cthulhu  The Card Game,2008,2,2,6.92,Nate French,Fantasy Flight Games
Pressure Point,2010,3,8,6.158,Brad D. Fuller,R&R Games
Fantomen,1984,2,4,4.735,Dan Glimne,Alga
Lost Cities,1999,2,2,7.165,Reiner Knizia,KOSMOS
Money,2000,2,6,0.0,Troy McNair,McNair Games
Mississippi,1987,2,6,5.786,Roland Siegers,Mattel
JamSumo,2014,2,4,7.355,Gavin Birnbaum,Cubiko Games
Head to Head Golf,2001,2,4,5.714,Larry Levy,Omni Gaming Products
Rolled West,2019,2,4,6.137,Daniel Newman,Tasty Minstrel Games
Mad Magazine Card Game,1979,2,6,5.818,(Uncredited),Alga
Terrible Swift Sword  The Three Days of Gettysburg,1976,2,6,7.407,Richard H. Berg,SPI (Simulations Publications
Verflixxt! kompakt,2009,2,4,6.5,Michael Kiesling,Ravensburger Spieleverlag GmbH
Belle of the Ball,2014,2,5,6.084,Daniel Solis,Dice Hate Me Studio
Suspend,2012,1,4,6.278,Strategy Games,Melissa & Doug
Claim to Fame,1990,4,99,5.417,Robert Codish,Parker Brothers
LIFE Remembers,1985,2,6,4.292,(Uncredited),Selchow & Righter
War Stories  Red Storm,2014,1,2,7.209,Dirk Knemeyer,Conquistador Games
Buzzword,2003,4,12,5.737,Peggy Brown,Patch Products
Blockade Runner,2010,2,6,6.705,Patrick Stevens,Numbskull Games
Last Word,2005,2,8,5.405,Garrett J. Donner,Buffalo Games
Massilia,2014,2,4,5.554,Alain Epron,Quined Games
Toy Story  Obstacles & Adventures,2019,2,5,8.347,Prospero Hall,USAopoly
The Great Penguin Bookchase,2007,2,6,5.43,Tony Davis,Art Meets Matter Ltd
Mighty Monsters,2016,3,6,5.955,Desnet Amane,Moaideas Game Design
Say Anything Family Edition,2011,3,6,6.715,Dominic Crapuchettes,North Star Games
Saint Seiya  Deckbuilding,2018,2,5,7.186,Nicolas Badoux,3 Emme Games
Cornwall,2015,2,4,6.485,Johannes Schmidauer-K\\u00f6nig,Schmidt Spiele
GY\u00dcMI G\u00e9niusz,2015,1,5,7.198,P\\u00e9ter Sz\\u00f6ll\\u0151si,Vagabund
CuBirds,2018,2,5,7.077,Stefan Alexander,Catch Up Games
Tic Tac Chec,1995,2,2,5.997,Don Green,Dream Green
Red Star Rising  The War in Russia,2007,2,2,7.564,Adam Starkweather,Multi-Man Publishing
Tic Tac Doh!,2003,2,2,5.702,Brian Schultze,(Web published)
18GA,1998,3,5,7.164,Mark Derrick,(Self-Published)
JurassAttack!,2015,2,2,6.448,Ryan Cowler,Green Couch Games
Gemlok,2007,2,4,5.911,Donald Meyer,Pywacket
Judge Dredd Miniatures Game,2011,2,0,7.115,Matthew Sprange,Mongoose Publishing
The Fury of the Norsemen,1981,2,2,5.924,Kevin Hendryx,Metagaming
Termity,2015,2,4,6.069,Fr\\u00e9deric Moyersoen,Rebel
Burma,1999,2,2,7.886,Dean Essig,The Gamers
Ticket to Ride  Nordic Countries,2007,2,3,7.641,Alan R. Moon,Days of Wonder
Battleship Live,2010,2,2,6.441,Circus,Hasbro
What's He Building in There?,2013,2,6,6.703,Sean Scott Garrity,Baksha Games
Entdecker,1996,2,4,6.464,Klaus Teuber,999 Games
Lunar Rails,2003,2,6,6.877,M. Robert Stribula,Mayfair Games
Feuer und Wasser,1999,2,2,5.875,Jim Winslow,Klee
Quick Cross,1997,2,2,3.0,(Uncredited),Great American Trading Company
Grenadier,1972,2,2,5.657,Jim Dunnigan,SPI (Simulations Publications
Friends Ultimate Trivia Game,2002,2,6,4.501,(Uncredited),Cardinal
Mon premier tr\u00e9sor de jeux,2010,1,6,6.918,Markus Nikisch,HABA
NATO,1990,2,2,6.98,Ty Bomba,One Small Step
Monopoly  My Little Pony,2013,2,6,5.548,Baltic edition,Hasbro
CapCom Street Fighter Deck-Building Game,2014,2,5,6.68,Matt Hyra,Cryptozoic Entertainment
The Charade Game,1985,4,12,5.417,(Uncredited),Pressman Toy Corp.
Accused! Getting Away With Murder?,2008,2,8,6.189,Theodore Aitken,Twisted Winds Ltd
Mini-Mentalis,1977,2,0,7.625,Adam Godfroy,Mentalis Limited
Mob City,2005,2,6,5.874,Jacques Deul,Van der Veer Games
Tactics II,1958,2,2,5.363,Charles S. Roberts,The Avalon Hill Game Co
Cover Your Kingdom,2019,2,8,7.703,Jeffrey Beck,Grandpa Becks Games
Fallen Land  A Post Apocalyptic Board Game,2017,2,5,8.309,Sean Cahill,Fallen Dominion Studios
Demon Dice  Starter Pack,1996,2,6,5.092,Lester Smith,Destination Games
Pirates of the Spanish Main,2004,2,10,6.045,James Ernest,WizKids
Quelf Jr.,2007,3,6,5.153,Robb Earnest,Imagination Games
Wicketz,1989,2,2,6.218,A. W. Compton,(Self-Published)
Split Personality,2006,4,30,6.289,Friedemann Friese,2F-Spiele
Nachts im Stall,2011,1,4,6.266,Anna Lena R\\u00e4ckers,HABA
Express Chess,1996,2,2,4.333,Bill Jemas,Blackbox
Phoenicia,2007,2,5,6.566,Thomas Lehmann,JKLM Games
Small World,2009,2,5,7.285,Philippe Keyaerts,Days of Wonder
Fantasy Battles  The 9th Age,2016,2,8,7.58,Japanese edition,(Web published)
Artifact,2013,3,5,5.691,Jeffrey D. Allers,White Goblin Games
Jenga Max,2009,2,6,4.964,(Uncredited),Hasbro
Richard Scarry's Busytown  Eye found it! Game,2009,2,4,6.492,Forrest-Pruzan Creative,I Can Do That Games
Ruse and Bruise,2006,2,6,6.455,Lutz Stepponat,Hans im Glu00fcck
Cartoona,2012,1,8,5.887,Robert Burke,Robert Burke Games
The Hamburger Game,1989,2,4,5.376,Max Gerchambeau,Borras Plana S.A.
StarForce 'Alpha Centauri'  Interstellar Conflict in the 25th Century \u2013 Designer's Edition,1974,1,3,6.233,Redmond A. Simonsen,SPI (Simulations Publications
The Crusoe Crew,2019,1,4,7.114,Shuky,Makaka Editions
Flash 10,2013,2,5,6.214,Wolfgang Kramer,AMIGO
Bushi,1970,2,2,5.526,Henri Sala,Clipper
Empires at War,1993,2,2,5.487,Joseph Miranda,Decision Games (I)
Hipster Dice,2014,3,99,4.218,Samuel Mitschke,Edge Entertainment
Carthage,2018,1,5,7.771,Luke Seinen,SAS Creative
Star Wars  Starfighter Battle Book,1989,2,2,6.428,Alfred Leonardi,Descartes Editeur
Battlecars,1983,2,4,6.199,Gary Chalk,Games Workshop Ltd.
Skoki Narciarskie,2008,1,8,5.147,Adam Ka\\u0142u\\u017ca,Portal Games
King's Gold,2014,2,6,6.243,St\\u00e9phane Maurel,Blue Orange (EU)
Piquet,1995,2,6,6.933,Bob Jones (I),Piquet
TimeBomb Evolution,2016,4,6,6.72,\\u4f50\\u85e4 \\u96c4\\u4ecb (Yusuke Sato),u65b0u30dcu30fcu30c9u30b2u30fcu30e0u515a (New Board Game Party)
Kuhlorado,2014,2,2,6.079,Reinhard Staupe,Nu00fcrnberger-Spielkarten-Verlag
Age of Exploration,1994,1,6,6.062,Thomas Lehmann,Prism Games
Rotten Apples,2014,2,10,4.98,Jim Keifer,(Unknown)
Stratego  The Chronicles of Narnia,2005,2,2,5.806,(Uncredited),Hasbro
Cooking Rumble,2018,2,3,7.171,Emilio Gerardo Estrada Lucero,Aether Tower
Running with the Bulls,2016,2,6,5.689,Paul Peterson,Calliope Games
Big Picture Apples to Apples,2012,4,6,5.675,Matthew Kirby,Mattel
Briefcase,2012,2,4,6.325,Nikolas Sakaloglou,Artipia Games
Dawn Patrol,1982,2,52,6.763,Mike Carr,TSR
The Headlines Game,1989,2,12,6.759,(Uncredited),Juegos Fournier
Knightmare Chess,1994,2,2,6.428,Pierre Cl\\u00e9quin,Heidelberger Spieleverlag
Specter Ops,2015,2,5,7.259,Emerson Matsuuchi,Plaid Hat Games
Vroom Vroom,2016,2,4,5.306,Fr\\u00e9deric Moyersoen,Asmodee
Sanzen Sekai  I'd kill all the crows in the world to be with you a little longer,2014,2,4,6.47,Roy Nambu,u30dau30f3u3068u30b5u30a4u30b3u30ed (Pen & Dice)
Notre Dame,2007,2,5,7.359,Stefan Feld,alea
Space Mission Maze Globe,2001,1,1,7.001,Michael McGinnis,(Unknown)
Wing Leader  Victories 1940-1942,2015,2,2,7.971,Lee Brimmicombe-Wood,GMT Games
Steam Tunnel,2003,2,5,5.625,James Ernest,Cheapass Games
The Halls of Montezuma,2009,2,2,6.485,David A. Fox,GMT Games
Rumble in the Dungeon,2012,3,6,6.337,Ken Rush,Asmodee
Der schwarze Pirat,2006,2,4,6.572,Guido Hoffmann,HABA
Three For All!,1990,4,16,6.387,Peggy Brown,Patch Products
Harry Potter Miniatures Adventure Game,2018,2,6,6.093,Gustavo Adolfo Cuadrado,Knight Models
Hundred Days Battles,1979,2,2,5.882,Edward Curran,The Avalon Hill Game Co
Get Lucky,2014,2,6,6.02,James Ernest,Cheapass Games
Ganymede,2018,2,4,7.317,Hope S. Hwang,Sorry We Are French
Twenty Questions,1988,2,7,5.612,Scott A. Mednick,Cappelen
Horse Fever,2009,2,6,6.981,Lorenzo Silva,Cranio Creations
Asgard,2012,2,4,6.883,Pierluca Zizzi,Whats Your Game?
Backgammon,-3000,2,2,6.529,(Uncredited),(Public Domain)
Topiary,2017,2,4,6.79,Danny Devine,Fever Games
Carrier,1990,1,1,7.365,Jon Southard,Victory Games (I)
Jolly & Roger,2016,2,2,6.792,Shaun Graham,999 Games
Phantom,2012,2,2,6.38,Xavier Lardy,Ludonaute
Kesselschlacht  Ukraine Spring 1944,2003,2,2,5.598,Perry Moore,Against the Odds
Woodman,2008,2,7,6.436,Justin Oh,Gemblo
Trapper-Company,2001,2,6,6.75,Jean du Po\\u00ebl,Historien Spiele Galerie (Historien Spielegalerie)
Caverna  Cave vs Cave,2017,1,2,7.241,Uwe Rosenberg,Lookout Games
Start Your Own Riot!,2002,2,6,4.715,Raphael Adley,Green Dragon Creations
True Colors,1989,3,6,6.078,Jean Tarrade,Games Adults Play
The Russo-Swedish War,2008,2,2,6.295,Joseph Miranda,Decision Games (I)
Escape from Colditz Castle,1972,2,4,5.112,Adrian Wild,Invicta Games
Junkyard Races,2003,2,8,6.151,John Yianni,Gen42 Games
Deterrence 2X62,2015,2,2,6.612,Paulo Santoro,FunBox Jogos
Chromino Deluxe,2001,1,8,5.664,Louis Abraham,Asmodee
Tokaido,2012,2,5,7.029,Antoine Bauza,Funforge
Munchkin Apocalypse  Guest Artist Edition,2012,3,6,6.5,Steve Jackson (I),Black Monk
A Gamut of Games,1969,1,10,7.721,Sid Sackson,Buchclub
Masons,2006,2,4,6.523,Leo Colovini,999 Games
Gyges,1985,2,2,6.835,Claude Leroy,Blue Orange (EU)
Victory & Glory  Napoleon,2017,1,2,7.274,Glenn Drover,Electric Games
Reporter,1976,2,4,3.813,Henri Sala,Alga
Dojo Kun,2015,1,4,7.033,Roberto Pestrin,CMON Limited
Ace of Aces  Wingleader,1988,2,2,6.564,Alfred Leonardi,Nova Game Designs
Monikers,2015,4,20,7.754,Alex Hague,Palm Court
Lobo 77,1993,2,8,5.61,Thomas Pauli,AMIGO
Fantastische Ballonreise,1977,2,5,3.667,Tom Werneck,Ravensburger Spieleverlag GmbH
Fall Of The Third Reich,2016,1,4,7.51,Ted Raicer,Compass Games
Prosperity,2013,2,4,6.721,Sebastian Bleasdale,Ystari Games
Charly,2010,2,6,5.832,Inon Kohn,ABACUSSPIELE
Chronology  The Game of All Time,1996,2,8,6.465,Jane Ruemmele,Buffalo Games
Legends of Empires,2016,1,4,6.311,Rafael M. Verri,Ludofy Creative
Black Ice,2007,2,2,5.746,Andrew Looney,Looney Labs
Time of Legends  Joan of Arc,2019,2,4,8.453,Pascal Bernard,Mythic Games
A birodalom bajnoka,2015,2,4,7.574,P\\u00e1l M\\u00e1rton Moln\\u00e1r,StormGames
The Lord of the Rings Adventure Game,1978,2,4,6.122,Michael Gray,Milton Bradley
Gondola,2017,2,5,5.814,jim pinto,Big Kid Games
France 1944  The Allied Crusade in Europe,1986,1,2,6.21,Mark Herman,Victory Games (I)
Mamba,2001,2,4,6.289,Christophe Berg,TooDoo Editions
A Feast for Odin,2016,1,4,8.182,Uwe Rosenberg,Feuerland Spiele
7 Ages,2004,2,7,7.063,Harry Rowland,Australian Design Group
Bloodborne  The Board Game,2020,1,4,6.405,Eric M. Lang,CMON Limited
Dungeon Guilds,2013,3,6,6.545,Desnet Amane,Arclight
American Civil War 1861-1865,1983,2,2,6.25,Joseph Reiser,TSR
Ave Tenebrae,1982,2,4,5.447,Fran\\u00e7ois Marcela-Froideval,Descartes Editeur
\u05e7\u05d9\u05e0\u05d2\u05d3\u05d5\u05de\u05d9\u05e0\u05d5,2016,2,4,7.364,Bruno Cathala,Blue Orange (EU)
Butim,2014,2,7,5.5,Igor Larsen Soares,Papaya Editora
Road to the Rhine,1979,2,3,7.029,Frank Chadwick,Game Designers Workshop
Amber,2012,2,6,5.14,Tomasz Lewandowicz,Rebel
Die Magier,1985,3,3,5.797,Johann R\\u00fcttinger,Dourios
Ferrari F1,1996,2,4,4.375,(Uncredited),Clementoni
Vikings  Scourge of the North,2018,1,1,6.311,Christopher Cummins,Decision Games (I)
Roulette,1796,2,6,3.421,Fran\\u00e7ois Blanc,(Unknown)
Xerxes,2019,1,4,6.527,Harry Haralampidis,AlcyonCreative
Zombie-opoly,0,2,6,4.469,(Uncredited),Late for the Sky Production Company
Race for the Chinese Zodiac,2019,3,5,6.772,Christina Ng Zhen Wei,Starting Player
Italia,2006,3,4,6.768,Andreas Steding,Mayfair Games
Bali,1954,1,4,6.355,(Uncredited),Aladdin
Zamix,1998,3,8,3.75,Georgios Georgotas,EKOS
Unlock! The House on the Hill,2017,1,6,7.11,Fabrice Mazza,Space Cowboys
Tal der K\u00f6nige,1992,2,4,6.609,Christian Beierer,KOSMOS
Show & Tile,2018,3,6,6.301,Matt Loomis,Jellybean Games
Fort Sumter  The Secession Crisis,2018,2,2,6.727,Mark Herman,GMT Games
Napoleon at Leipzig,1979,1,3,7.409,Kevin Zucker,AGEMA
Four Against Darkness,2016,1,1,7.617,Andrea Sfiligoi,CreateSpace
Kriegsspiel,1824,2,99,8.065,Georg Heinrich Rudolf Johann Baron von Reisswitz,(Web published)
Legends,2016,2,4,6.43,Christian Fiore,Ravensburger Spieleverlag GmbH
Babuschka,1982,2,4,5.479,Al Newman,Otto Maier Verlag
Modern Naval Battles  Global Warfare,2008,2,6,6.68,Dan Verssen,Dan Verssen Games (DVG)
Map It! World Edition,2011,2,6,6.286,Bernhard Lach,dV Giochi
Scotland Yard,1990,2,2,6.522,Crowdfunding: Kickstarter,Educa Sallent SA
Monster Baby Rescue!,2019,2,5,6.833,Vladim\\u00edr Such\\u00fd,Delicious Games
Tangram Master,2001,1,4,5.64,Jerry Slocum,DeAgostini
Terror Below,2019,1,5,7.018,Mike Elliott,Renegade Game Studios
Loch Ness,2010,2,5,5.971,Walter Obert,The Game Master BV
The Grimwood,2016,2,6,6.245,Morgan McAllister,Adventure On Games
Secret Santa,2015,4,8,5.099,Duncan Molloy,Osprey Games
Crazy Mistigri,2016,3,5,5.893,Bruno Cathala,Cocktail Games
Spitfire,1973,2,2,5.625,Jim Dunnigan,SPI (Simulations Publications
Lunch Money,1996,2,4,5.632,John Nephew,Atlas Games
Thieves Guild,2003,2,4,5.974,Dominique Garay,Iron Sun Games
Travel Edition Hungry Hungry Hippos,2007,2,2,4.134,(Uncredited),Hasbro
Asalto,1803,2,2,5.492,(Uncredited),(Public Domain)
G.I. Joe TCG,2004,2,2,5.751,Aaron Forsythe,Wizards of the Coast
Coolympics,2002,2,4,4.875,Eugen Wyss,HABA
Warlord,2004,2,8,7.081,Ed Pugh,Reaper Miniatures
Escape the Dark Castle,2017,1,4,7.753,Alex Crispin,Themeborne Ltd.
Okavango,2018,2,4,6.136,Michael Kiesling,Jumbo
Cities,2008,1,4,6.405,Martyn F,Emma Games
Phlounder,1964,2,4,5.266,H. Bernett,3M
Ace of Spies,2012,2,5,5.572,Michael Fox (II),(Self-Published)
Sushi Dice,2014,2,6,5.838,Henri Kermarrec,Dude Games
Coconuts,2013,2,4,7.057,Walter Schneider,Korea Boardgames co.
Run for your Life,2005,2,6,5.514,Curt Covert,Smirk & Dagger Games
Railroad Rivals,2018,1,5,6.632,Glenn Drover,Forbidden Games
Bop It!,1996,1,99,5.158,(Uncredited),Hasbro
FLY,2015,2,4,5.353,Chris Handy,One Moment Games
Zombicide  Dark Side,2019,1,6,8.278,Rapha\\u00ebl Guiton,CMON Limited
Crusader  Battle for Tobruk,1976,2,2,6.088,Frank Davis,SPI (Simulations Publications
Ogre Bash,2004,2,6,4.027,Matt Mayfield,Cloud Kingdom Games
Home Alone,1991,2,4,4.682,(Uncredited),THQ
Treatment  A Psychiatry Card Game,2016,2,5,5.818,Leo Borg,Shared Bulb Games
Spy Web,1997,2,2,6.043,Bill Sabram,MB Jeux
Sports Illustrated  Pro Golf,1981,1,36,5.583,Rick Byrd,The Avalon Hill Game Co
Tiny Epic Zombies,2018,1,5,7.158,Scott Almes,Gamelyn Games
Party Scrabble,2004,2,4,5.733,Alfred Mosher Butts,Mattel
B\u00e4renspiel,1983,2,5,5.347,Hajo B\\u00fccken,AMIGO
Balance Duels,2005,2,4,6.219,Bum van Willigen,Balance Games
Unhappy King Charles!,2008,2,2,7.639,Charles Vasey,GMT Games
Shop 'N Time,2017,2,8,6.319,Daryl Andrews,Mercury Games
Canadian Monday Night Football,1972,2,2,6.071,(Uncredited),Aurora
Time Control,2003,2,4,2.244,Rob Arnow,THOMPSON Industries
1806  Rossbach Avenged,1998,2,4,6.915,Kevin Zucker,OSG (Operational Studies Group)
Guilds of Cadwallon,2013,2,4,6.488,Ga\\u00ebtan Beaujannot,CMON Limited
Millionenspiel,1982,3,5,5.75,R\\u00fcdiger Koltze,Educa Borras
Titan  The Arena,1997,2,5,6.78,Reiner Knizia,The Avalon Hill Game Co
Stay Alive,1965,2,4,4.982,Gordon A. Barlow,(Unknown)
Aachen,1983,2,2,6.514,Winston Hamilton,3W (World Wide Wargames)
Bitter End  Attack to Budapest,2005,1,2,7.39,Richard Spence,Compass Games
Gotcha!,2011,3,8,5.406,Party Game,Buffalo Games
Formula E,2014,3,6,6.193,Bruno Faidutti,Clever Mojo Games
The Rose King,1992,2,2,6.807,Dirk Henn,999 Games
Supercheckers,1986,2,2,6.529,Christopher Wroth,Golden
Afrika (second edition),2006,2,2,7.559,Dean Essig,Multi-Man Publishing
Black Stories Mystery Edition,2007,2,15,5.413,Holger B\\u00f6sch,G3
One Zero One,2013,2,2,6.553,David Harding (II),The Game Crafter
Prospectus,2016,3,4,6.954,Chad Krizan,Mr. B Games
Corps Command  Dawn's Early Light \u2013 Red Hammer,2015,1,2,7.403,Peter Bogdasarian,Lock n Load Publishing
L'osti d'jeu,2014,3,12,6.211,Jo\\u00ebl Gagnon,Randolph
Taluva Deluxe,2015,2,4,7.861,Marcel-Andr\\u00e9 Casasola Merkle,Eagle-Gryphon Games
Meschugge,1988,2,4,4.575,(Uncredited),AMIGO
Battlegroup,2005,2,4,6.435,Jeff Billings,Lost Battalion Games
Incorporated,2016,2,4,7.435,Can Adatepe,(Self-Published)
Farsight,2017,2,4,7.355,Jamie Jolly,Braincrack Games
Sheep & Thief,2014,2,4,6.657,Yuichi Sakashita,Japon Brand
Endeavor  Age of Sail,2018,2,5,8.085,Carl de Visser,Burnt Island Games
X Pasch,1996,3,6,6.247,Valentin Herman,Fanfor-Verlag
Sherlock Holmes and Moriarty's Web,2016,3,6,6.297,Lucy Keifer,(Self-Published)
Fortress America,2012,2,4,6.849,Michael Gray,Fantasy Flight Games
Bastogne  The Desperate Defense,1976,2,2,6.329,Kip Allen,SPI (Simulations Publications
Twistocity,2016,2,6,8.453,Michael Kiely,(Unknown)
The New Era,2011,2,5,7.533,Ignacy Trzewiczek,Portal Games
Dinosaurs of the Lost World,1987,1,4,6.558,Mick (Mike) Uhl,The Avalon Hill Game Co
Gaud\u00ed,2002,2,6,5.847,Oriol Comas i Coma,CASA Consultors i Arquitectes SL
Rooster Booster,2004,3,5,5.397,Reiner Knizia,Piatnik
Time's Up! Kids,2015,2,12,7.218,Peter Sarrett,Asterion Press
Smugglers of the Galaxy,2004,2,6,5.605,Nathan Abrashoff,Playus Maximus
Soldier's Companion,1989,2,2,7.051,Frank Chadwick,Game Designers Workshop
Mamma Mia!,1998,2,5,6.478,Uwe Rosenberg,ABACUSSPIELE
Grand Cru,2010,2,5,6.822,Ulrich Blum,eggertspiele
The Champion of the Wild,2018,3,8,7.027,Tom Clare,Big Imagination Games
Snap,1997,3,5,3.133,Zolt\\u00e1n Acz\\u00e9l,Adlung-Spiele
Trivial Pursuit  Genus Edition \u2013 Bite Size,2004,2,6,5.29,(Uncredited),Hasbro
Le Docte Rat,1988,2,12,5.761,Suzanne Lahaie,u00c9ditions du Boru00e9al
Zombies!!!  PG Edition,2001,2,6,5.818,Todd Breitenstein,Twilight Creations
Stories!,2013,3,10,6.606,Thomas Odenhoven,Schmidt Spiele
Victoriana,2019,1,4,7.728,Benjamin Gailey,Games Afoot
Campy Creatures,2017,2,5,7.135,Mattox Shuler,Keymaster Games
